"Dstat 0.9.10 CSV output"
"Author:","XXXXX",,,,"URL:","XXXXX"
"Host:","XXXXX",,,,"User:","XXXXX"
"Cmdline:","dstat --postgresql-time -a -s -i -r --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --postgresql-conn --postgresql-lockwaits --postgresql-settings --output ./metricsx.csv --noupdate 5",,,,"Date:","07 Dec 2023 16:50:05 CST"
"postgresql locks","total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"swap",,"interrupts",,,"io/total",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,,"postgresql conn",,,,,,,,,,,,,"postgresql lockswaits","postgresql settings",,,,,,,,,,,,,"postgresql all",,,,,,,,,,,,
"Time","usr","sys","idl","wai","stl","read","writ","recv","send","in","out","used","free","buff","cach","int","csw","run","blk","new","1m","5m","15m","used","free","160","161","297","read","writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH","Conn","%Con","Act","LongQ","LongX","Idl","LIdl","LWait","SQLs1","SQLs3","SQLs5","Xact1","Xact3","Locks","shared_buffers","work_mem","bgwriter_delay","max_connections","autovacuum_work_mem","temp_buffers","autovacuum_max_workers","maintenance_work_mem","checkpoint_timeout","max_wal_size","checkpoint_completion_target","wal_keep_segments","wal_segment_size","clean","back","alloc","heapr","heaph","ratio","size","grow","insert","update","delete","comm","roll"
1701941006,0.094,0.171,99.474,0.261,0,0,1618739.200,12903.400,12541.200,0,0,112466079744,116644884480,4460482560,364368728064,5367,10313,4,1,7,11.830,10.640,9.730,4407582720,55590359040,0,0,0,0,66.200,10344,31872,1392268,0,0,1,100,29,1,129,0,12235,12,1,0,0,4,10,0,0,0,0,1,0,2,2,0,0,6213.400,4892.400,9362.800,0,0,0,0,0,256222,445,14265952,71235,10,0.010,1,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415554,15576206,0,739,1.000,85833792012,0,0,8,0,53,5
1701941011,0.228,0.240,96.985,2.547,0,278528,2570649.600,91997.800,103149.400,0,0,112530853888,116577800192,4460482560,364372578304,6370.200,11960.200,0,5,11.400,11.360,10.570,9.710,4407582720,55590359040,0,0,0,29,60.800,10344,31872,1392355,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,11321,8929.400,5270.600,0,0,0,0,0,256366,445,14259437,71235,31,0.030,21,0,0,3,0,0,1,1,0,2,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415579,15576377,0,480,1.000,85834013196,44236.800,49.200,78,2,143,3
1701941016,0.200,0.261,95.868,3.671,0,383385.600,3923148.800,106122.600,115701.800,0,0,112547209216,116559134720,4460482560,364377968640,6636.800,12531.800,3,3,6.800,10.850,10.470,9.680,4407582720,55590359040,0,0,0,39.800,74,10344,31872,1392343,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,7355.400,6448.400,5826.600,0,0,0,0,0,256295,445,14257459,71235,30,0.029,12,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415638,15576646,0,1070,1.000,85834496524,96665.600,125.200,262,10,133,7
1701941021,0.181,0.244,96.255,3.319,0,362086.400,3581542.400,97400.800,110258.800,0,0,112555401216,116547862528,4460486656,364383354880,6642,12587.200,1,2,6,11.750,10.670,9.750,4407582720,55590359040,0,0,0,38.400,63.200,10344,32064,1392358,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6304.800,5677.400,4966.400,0,0,0,0,0,256079,445,14258912,71235,30,0.029,22,0,0,3,0,0,14,1,0,14,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415701,15576908,0,737,1.000,85834996236,99942.400,101.600,226.400,10.800,106,5
1701941026,0.215,0.255,95.738,3.793,0,398131.200,2863923.200,91714,111167.600,0,0,112564379648,116534263808,4460486656,364387975168,6712.400,12550.800,1,4,8.600,11.370,10.610,9.730,4407582720,55590359040,0,0,0,41.600,61.400,10344,32064,1392362,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,7730.200,6845.800,6285,0,0,0,0,0,256149,445,14256228,71235,30,0.029,21,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415724,15577149,0,742,1.000,85835184652,37683.200,102.600,155.400,4,115,6
1701941031,0.188,0.229,95.407,4.176,0,308019.200,3302195.200,82052.600,99138.600,0,0,112570691584,116524101632,4460486656,364394135552,6562.400,12353.600,2,1,7,11.420,10.630,9.750,4407582720,55590359040,0,0,0,35.600,68.600,10344,32064,1392342,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6845,6099.400,5936.800,0,0,0,0,0,256149,445,14254598,71235,30,0.029,21,0,0,4,0,0,1,1,0,7,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415820,15577439,0,740,1.000,85835979276,158924.800,110.200,166.800,4.800,108,5
1701941036,0.192,0.305,96.571,2.932,0,229376,3676569.600,72370.800,89569,0,0,112577986560,116516036608,4460486656,364396445696,6695.400,12464.600,1,10,27.800,10.820,10.520,9.720,4407582720,55590359040,0,0,0,24.600,69.600,10344,32064,1392351,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,10091.800,7948.600,7572.800,0,0,0,0,0,256077,445,14253100,71235,30,0.029,19,0,0,6,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415834,15577597,0,739,1.000,85836085772,21299.200,106.600,227.400,10,109,5
1701941041,0.223,0.290,95.171,4.316,0,594739.200,3735552,120068,142340.200,0,0,112581132288,116508270592,4460486656,364404146176,7002.600,13223.800,1,13,6.400,10.280,10.410,9.680,4407582720,55590359040,0,0,0,59.600,68.200,10344,32064,1392363,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6425.600,6403,5776.800,0,0,0,0,0,256291,445,14251328,71235,31,0.030,22,0,0,3,0,0,1,1,1,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415859,15577927,0,357,1.000,85836306956,44236.800,145.800,330.400,14,137,3
1701941046,0.188,0.226,94.065,5.521,0,285081.600,2786918.400,76984.200,95007.600,0,0,112612233216,116475629568,4460486656,364407226368,6881.200,12495.400,0,17,8.800,9.770,10.300,9.650,4407582720,55590359040,0,0,0,29.800,67,10344,32064,1392399,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,7298.400,6843.600,5485.800,0,0,0,0,0,256363,445,14247789,71235,40,0.039,30,0,0,5,0,0,2,1,0,4,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415877,15578107,0,1114,1.000,85836438028,26214.400,101.600,164.800,4.800,126,8
1701941051,0.409,0.530,91.603,7.458,0,84492288,1706393.600,42381,60161.800,0,0,113117933568,115546402816,4460486656,365299712000,7954.600,56372.200,0,15,3.800,10.110,10.370,9.680,4407582720,55590359040,0,0,0,686.800,42.400,10344,32064,1392391,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,57785.400,48756,3453,0,0,0,0,0,256363,445,14020907,71235,41,0.040,32,0,0,3,0,0,26,16,5,31,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415885,15643914,0,727,1.000,85836503564,13107.200,29,105.200,6,39,5
1701941056,0.292,0.382,89.096,10.230,0,56606720,2577203.200,50859.800,64465,0,0,113435230208,114945728512,4460486656,365894189056,7911.400,39952,4,14,5.600,10.180,10.380,9.680,4407582720,55590359040,0,0,0,471.400,54.400,10344,32064,1392397,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,38853,33868.400,4181,0,0,0,0,0,256341,445,13874853,71235,40,0.039,30,0,0,5,0,0,29,6,5,31,12,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415889,15685132,0,453,1.000,85836560908,11468.800,43.600,125.600,6,58,4
1701941061,0.347,0.422,90.051,9.180,0,78240153.600,1956249.600,25727.200,36847.400,0,0,113872936960,114114527232,4460486656,366714290176,8312.600,49868.600,2,10,7.200,10.970,10.540,9.740,4407582720,55590359040,0,0,0,616.800,51.200,10344,32064,1392421,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,50759.200,43636.200,3273.800,0,0,0,0,0,256341,445,13676300,71235,42,0.041,23,0,10,12,0,0,22,6,5,28,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415935,15734867,0,715,1.000,85836921356,72089.600,32,57.400,2,31,5
1701941066,1.848,0.177,91.054,6.921,0,444006.400,2886041.600,51844,70503.200,0,0,113871007744,114114146304,4460486656,366718910464,7699.400,12704,6,1,6.200,10.650,10.480,9.720,4407582720,55590359040,0,0,0,50,70.200,10344,32064,1392397,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5949.800,5398.400,5378,0,0,0,0,0,256262,445,13675545,71235,41,0.040,21,0,10,14,0,0,24,1,0,30,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415944,15735128,0,746,1.000,85836986892,13107.200,59,138,6.800,70,5
1701941071,2.511,0.249,92.045,5.196,0,548864,3506176,91312.400,122273.200,0,0,113877381120,114103824384,4460486656,366725939200,7513.200,12884.800,2,14,7.800,11.320,10.620,9.780,4407582720,55590359040,0,0,0,63.400,74.800,10344,32064,1392391,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6002.200,6027,5850.200,0,0,0,0,0,256407,445,13674826,71235,40,0.039,31,0,10,4,0,0,10,1,0,23,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415962,15735495,0,681,1.000,85837134348,29491.200,111.800,186.800,6,101,5
1701941076,1.755,0.246,92.101,5.899,0,679936,2475622.400,85686.800,120875.200,0,0,113864597504,114113798144,4460486656,366733991936,7294.800,12916,0,17,6.400,12.180,10.810,9.840,4407582720,55590359040,0,0.200,0,71.600,61.200,10344,32064,1392388,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5915.800,6020,5476.200,0,0,0,0,0,256313,445,13677820,71235,40,0.039,27,0,10,8,0,0,5,1,0,13,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12415990,15735905,0,741,1.000,85837371916,47513.600,119.800,155.600,2.800,121,5
1701941081,1.651,0.179,91.964,6.206,0,414515.200,2421555.200,57652.600,81334.400,0,0,113872683008,114101862400,4460486656,366739382272,7034.400,12123.600,3,6,6.200,11.680,10.730,9.820,4407582720,55590359040,0,0,0,46.400,54.800,10344,32064,1392409,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5451.600,4863,4391,0,0,0,0,0,256313,445,13677524,71235,40,0.039,28,0,10,7,0,0,17,1,0,31,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416002,15736141,0,734,1.000,85837462028,18022.400,71.200,100.200,2,87,5
1701941086,2.126,0.175,93.030,4.669,0,435814.400,2265907.200,52735.200,76816.200,0,0,113875705856,114097299456,4460486656,366744002560,6831.400,11838,2,3,6.400,12.430,10.900,9.880,4407582720,55590359040,0,0,0,51.800,69.800,10344,32064,1392398,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6055.800,5618.200,4840.400,0,0,0,0,0,256218,445,13676458,71235,42,0.041,23,0,10,13,0,0,25,1,0,32,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416010,15736423,0,733,1.000,85837527564,13107.200,58.200,113.400,4,72,5
1701941091,2.275,0.238,92.460,5.027,0,561971.200,2893414.400,87098.600,118677.400,0,0,113881501696,114086113280,4460486656,366750162944,7542.400,12800.600,1,14,9.400,12.470,10.930,9.900,4407582720,55590359040,0,0,0,63,63.400,10344,32064,1392396,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,7125.200,6693,6873,0,0,0,0,0,256198,445,13675989,71235,41,0.040,26,0,10,9,0,0,18,1,0,28,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416023,15736781,0,752,1.000,85837634060,21299.200,120.200,177.200,4.800,113,6
1701941096,1.745,0.154,91.967,6.133,0,427622.400,2515763.200,47232.800,69640.400,0,0,113884585984,114075328512,4460486656,366760173568,6882.800,11796.800,2,0,6.600,12.280,10.920,9.900,4407582720,55590359040,0,0,0,47.200,72.800,10344,32064,1392384,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5416.400,5070.800,4913,0,0,0,0,0,256196,445,13675425,71235,40,0.039,22,0,10,13,0,0,20,1,0,31,14,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416024,15737024,0,734,1.000,85837642252,1638.400,56.200,59.200,0,62,4
1701941101,2.256,0.297,91.800,5.647,0,647168,2586214.400,90625.800,127319.400,0,0,113894813696,114055090176,4460486656,366774034432,7836.400,13549.400,1,17,69.800,12.570,11,9.930,4407582720,55590359040,0,0,0,73,60.800,10344,32064,1392483,0,0,1,100,29,1,129,0,12269,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,18231,13571,12520.600,0,0,0,0,0,256196,445,13674427,71235,41,0.040,28,0,10,7,0,0,1,1,0,16,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416034,15737435,0,675,1.000,85837732364,18022.400,130,230.200,8.800,116,5
1701941106,2.074,0.250,91.278,6.397,0,676659.200,3189145.600,105572.800,144172.600,0,0,113900310528,114041892864,4460486656,366786355200,7947.200,13450.600,0,19,9.600,13.010,11.120,9.970,4407582720,55590359040,0,0,0,74.400,67.800,10344,32064,1392395,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6503.600,7042.600,6469.600,0,0,0,0,0,256196,445,13672580,71235,40,0.039,30,0,10,5,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416062,15737844,0,740,1.000,85837978124,49152,152.200,214.400,4.800,137,5
1701941111,0.165,0.331,94.531,4.973,0,309657.600,2931916.800,59431,74610.600,0,0,113829359616,114107453440,4460486656,366792515584,6836.800,12278,2,1,23.800,12.690,11.080,9.970,4407582720,55590359040,0,0,0,29.400,66,10344,32064,1392352,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,8959.800,7485.800,10534.800,0,0,0,0,0,256196,445,13685514,71235,31,0.030,21,0,0,4,0,0,1,1,1,2,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416079,15738009,0,744,1.000,85838092812,22937.600,67,93.600,2,85,5
1701941116,0.186,0.253,96.154,3.408,0,339148.800,2985164.800,99738,123579.200,0,0,113828651008,114104311808,4460486656,366796365824,6662.800,12644.800,5,4,6.200,12.150,11,9.950,4407582720,55590359040,0,0,0,36.800,64,10344,32064,1392351,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5234.200,5705.600,5494.200,0,0,0,0,0,256342,445,13685109,71235,31,0.030,22,0,0,4,0,0,1,1,0,3,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416094,15738226,0,733,1.000,85838240268,29491.200,136.800,217.600,6,132,6
1701941121,0.230,0.315,96.121,3.334,0,565248,3354624,114339,137939.600,0,0,113833930752,114091331584,4460486656,366806376448,6899.200,13049.200,2,7,8,11.500,10.880,9.920,4407582720,55590359040,0,0,0,56.200,68.800,10344,32064,1392337,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6266,7035.800,6615.400,0,0,0,0,0,256198,445,13683836,71235,30,0.029,21,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416119,15738487,0,362,1.000,85838502412,52428.800,116.600,276.200,12.800,129,4
1701941126,0.190,0.261,95.249,4.300,0,488243.200,2956492.800,90295.600,111961,0,0,113842749440,114075582464,4460486656,366817157120,6862,12671,4,0,6.400,11.220,10.830,9.910,4407582720,55590359040,0,0,0,50.400,69,10344,32064,1392337,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5409,5849.600,5119.400,0,0,0,0,0,255981,445,13680934,71235,30,0.029,21,0,0,4,0,0,1,1,0,2,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416151,15738814,0,1064,1.000,85838682636,36044.800,149,278.400,10.800,157,8
1701941131,0.184,0.276,95.164,4.376,0,460390.400,3157196.800,95878.600,114252.600,0,0,113849909248,114056101888,4460486656,366831788032,6686.200,12533.200,1,3,8.200,10.960,10.790,9.890,4407582720,55590359040,0,0,0,47.800,62,10344,32064,1392346,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5962.800,6595,6029.200,0,0,0,0,0,256053,445,13679649,71235,31,0.030,22,0,0,3,0,0,1,1,0,5,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416177,15739079,0,735,1.000,85838895628,42598.400,99.400,226.200,10,137,5
1701941136,0.217,0.296,95.575,3.912,0,370278.400,3103948.800,97194.600,121277.200,0,0,113856036864,114050744320,4460486656,366834098176,6872.200,12697.600,2,0,6.200,10.240,10.640,9.850,4407582720,55590359040,0,0,0,37.400,65.800,10344,32064,1392329,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5632.800,6009.400,5833.200,0,0,0,0,0,256125,445,13677120,71235,30,0.029,21,0,0,4,0,0,1,1,0,5,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416198,15739288,0,740,1.000,85839067660,34406.400,133.200,263,10.800,135,7
1701941141,0.227,0.296,94.340,5.137,0,460390.400,3076915.200,120392.400,151099.600,0,0,113855135744,114045485056,4460486656,366842568704,6970.600,13203.200,3,1,6,10.460,10.680,9.870,4407582720,55590359040,0,0,0,50.400,67.200,10344,32064,1392333,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5508.400,6400,5964.800,0,0,0,0,0,256126,445,13676729,71235,32,0.031,22,0,0,4,0,0,1,1,0,10,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416225,15739581,0,733,1.000,85839288844,44236.800,154.400,191,2,142,5
1701941146,0.207,0.290,94.862,4.642,0,439091.200,3384934.400,103733.200,125708.800,0,0,113836060672,114060685312,4460486656,366849576960,6925.600,12838.600,5,0,6.800,10.350,10.650,9.860,4407582720,55590359040,0,0,0,47.200,67.400,10344,32064,1392338,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5588,6048.600,5658.400,0,0,0,0,0,255837,445,13679721,71235,31,0.030,22,0,0,4,0,0,7,1,0,10,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416251,15739845,0,740,1.000,85839501836,42598.400,155.800,384.200,18.800,139,5
1701941151,0.213,0.298,94.958,4.531,0,419430.400,2583756.800,86944,106144,0,0,113841811456,114052612096,4460486656,366852669440,6766.800,12588.800,1,0,9.600,10.880,10.760,9.900,4407582720,55590359040,0,0,0,42.600,61.800,10344,32064,1392335,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,7447.600,7153.800,6967.800,0,0,0,0,0,255837,445,13677772,71235,30,0.029,21,0,0,4,0,0,1,1,0,9,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416271,15740047,0,362,1.000,85839690252,37683.200,73.800,175.600,8.800,91,4
1701941156,0.202,0.286,94.689,4.823,0,301465.600,2895052.800,78265.200,100159,0,0,113849294848,114040508416,4460486656,366857289728,8227.200,12861.800,1,3,30,10.490,10.680,9.880,4407582720,55590359040,0,0,0,31.400,62.800,10344,31872,1392333,0,0,1,100,29,1,129,0,12257,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,9575.600,8208.600,7968.200,0,0,0,0,0,255765,445,13676210,71235,30,0.029,22,0,0,3,0,0,2,1,0,14,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416291,15740294,0,1064,1.000,85839845900,31129.600,125.800,286.400,12,138,7
1701941161,0.200,0.259,96.314,3.227,0,334233.600,2931916.800,86609.600,102850.600,0,0,113853853696,114027479040,4460490752,366867296256,6550.600,12466,3,2,6.400,9.890,10.550,9.850,4407582720,55590359040,0,0,0,36,65,10344,31872,1392338,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5678,6097,5570.400,0,0,0,0,0,255837,445,13675861,71235,30,0.029,21,0,0,4,0,0,14,1,0,21,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416313,15740509,0,735,1.000,85840009740,32768,112.800,173.200,4.800,122,5
1701941166,0.217,0.292,96.339,3.152,0,348979.200,2563276.800,109175.200,138542.800,0,0,113863819264,114008272896,4460490752,366878846976,6789.600,12989.600,0,4,6.800,9.260,10.410,9.800,4407582720,55590359040,0,0,0,38.800,60.800,10344,31872,1392348,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5486,6224,5496.200,0,0,0,0,0,255670,445,13674516,71235,30,0.029,22,0,0,3,0,0,1,1,0,4,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416336,15740752,0,740,1.000,85840214540,40960,159.400,271.800,8.800,157,5
1701941171,1.679,0.355,93.014,4.952,0,570163.200,2669772.800,74776.200,101812.600,0,0,113934200832,113930960896,4460490752,366888857600,7094,12505.800,0,1,8.400,9.960,10.540,9.850,4407582720,55590359040,0,0,0,63.200,70.800,10344,31872,1392381,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,41431.400,9262.200,5653.400,0,0,0,0,0,255743,445,13671096,71235,41,0.040,22,0,0,14,0,0,2,1,0,23,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416394,15741126,0,783,1.000,85840673292,91750.400,89.200,98.200,0,106,5
1701941176,1.768,0.232,93.689,4.311,0,627507.200,2878668.800,97634,130380.800,0,0,113942376448,113917394944,4460490752,366898098176,7254,12838,7,15,6.200,10.520,10.640,9.890,4407582720,55590359040,0,0,0,70.200,64.400,10344,31872,1392384,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5461.400,6228.200,5666,0,0,0,0,0,255815,445,13670171,71235,40,0.039,31,0,0,4,0,0,2,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416412,15741525,0,746,1.000,85840837132,32768,119.400,301.400,14.800,131,5
1701941181,2.133,0.261,92.510,5.096,0,632422.400,2498560,94810.600,125683.200,0,0,113944027136,113910353920,4460490752,366905798656,7444.200,12965.800,2,6,8,10.640,10.670,9.900,4407582720,55590359040,0,0,0,68.200,60.200,10344,31872,1392374,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5982.800,6452.600,6142.800,0,0,0,0,0,255887,445,13670485,71235,40,0.039,26,0,0,9,0,0,3,1,0,14,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416429,15741885,0,355,1.000,85840960012,24576,120.800,230.800,8,122,3
1701941186,2.164,0.238,93.889,3.709,0,576716.800,2679603.200,83929.400,121960.400,0,0,113945210880,113904549888,4460490752,366911959040,7168.800,12428.200,1,3,6.200,10.670,10.670,9.900,4407582720,55590359040,0,0,0,63,68.600,10344,31872,1392383,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5338.400,5456.800,4919.800,0,0,0,0,0,255743,445,13670187,71235,40,0.039,21,0,10,14,0,0,18,1,0,28,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416442,15742221,0,1059,1.000,85841066508,21299.200,118.600,170.400,4.800,116,9
1701941191,2.045,0.290,93.502,4.163,0,837222.400,3185868.800,115691.800,154698.800,0,0,113956257792,113889652736,4460490752,366920429568,7695,13338,2,4,8.200,11.180,10.780,9.940,4407582720,55590359040,0,0,0,88.800,72.400,10344,31872,1392377,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6195.400,7093.200,6695.600,0,0,0,0,0,255887,445,13669342,71235,40,0.039,25,0,10,10,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416462,15742706,0,740,1.000,85841230348,32768,125.200,279,12,142,6
1701941196,1.913,0.244,92.694,5.149,0,634060.800,2310963.200,96203,123549.400,0,0,113958498304,113882791936,4460490752,366929670144,7380.200,12915.800,3,17,6,11,10.750,9.940,4407582720,55590359040,0,0,0,69.800,53.200,10344,31872,1392390,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4785.600,5714.400,5158.800,0,0,0,0,0,256016,445,13668184,71235,41,0.040,33,0,10,3,0,0,24,1,0,32,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12416478,15743098,0,747,1.000,85841361420,26214.400,140,328.400,14,147,8
