"Dstat 0.9.10 CSV output"
"Author:","XXXXX",,,,"URL:","XXXXX"
"Host:","XXXXX",,,,"User:","XXXXX"
"Cmdline:","dstat --postgresql-time -a -s -i -r --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --postgresql-conn --postgresql-lockwaits --postgresql-settings --output ./metricsx.csv --noupdate 5",,,,"Date:","07 Dec 2023 16:50:05 CST"
"postgresql locks","total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"swap",,"interrupts",,,"io/total",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,,"postgresql conn",,,,,,,,,,,,,"postgresql lockswaits","postgresql settings",,,,,,,,,,,,,"postgresql all",,,,,,,,,,,,
"Time","usr","sys","idl","wai","stl","read","writ","recv","send","in","out","used","free","buff","cach","int","csw","run","blk","new","1m","5m","15m","used","free","160","161","297","read","writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH","Conn","%Con","Act","LongQ","LongX","Idl","LIdl","LWait","SQLs1","SQLs3","SQLs5","Xact1","Xact3","Locks","shared_buffers","work_mem","bgwriter_delay","max_connections","autovacuum_work_mem","temp_buffers","autovacuum_max_workers","maintenance_work_mem","checkpoint_timeout","max_wal_size","checkpoint_completion_target","wal_keep_segments","wal_segment_size","clean","back","alloc","heapr","heaph","ratio","size","grow","insert","update","delete","comm","roll"
1701943471,3.500,0.265,89.405,6.830,0,694681.600,3665100.800,133850,191120.800,0,0,118766170112,105917652992,4460531712,374766567424,8398.200,13916.200,8,4,8.200,10.630,11.780,11.620,4407582720,55590359040,0,0,0,78.200,65.400,10344,33024,1392345,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5908.600,7028.200,6597.200,0,0,0,0,0,255253,445,13550740,71235,50,0.049,24,0,20,21,0,0,3,1,1,22,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430480,16247885,0,747,1.000,85875431948,49152,195,323.800,10.800,170,7
1701943476,4.052,0.259,90.326,5.363,0,696320,4152524.800,125431,180354.800,0,0,118745710592,105933385728,4460531712,374771437568,8470.400,13885.800,3,10,6.400,12.180,12.090,11.720,4407582720,55590359040,0,0,0,77,70.800,10344,33024,1392347,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5640.400,6852,6332.200,0,0,0,0,0,255362,445,13552702,71235,51,0.050,27,0,20,19,0,0,11,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430503,16248319,0,733,1.000,85875644940,42598.400,147.200,250.200,8,129,6
1701943481,3.741,0.196,90.475,5.588,0,642252.800,3701964.800,74973.800,115406,0,0,118753161216,105919004672,4460531712,374779908096,7800.800,12528.400,9,12,6.200,12.010,12.050,11.710,4407582720,55590359040,0,0,0,70.600,73.200,10344,33024,1392344,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5400.800,5689.200,5348,0,0,0,0,0,255290,445,13551225,71235,50,0.049,28,0,20,17,0,0,14,1,0,25,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430524,16248688,0,740,1.000,85875792396,29491.200,94.600,199,8.800,95,6
1701943486,0.558,0.383,96.178,2.880,0,281804.800,3645440,97389,123505.400,0,0,118617903104,106051952640,4460531712,374783758336,6864.600,12561,1,8,6,11.200,11.890,11.660,4407582720,55590359040,0,0.200,0,27.800,72.200,10344,33024,1392270,0,0,1,100,29,1,129,0,12254,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5743,6339.600,13073.600,0,0,0,0,0,255290,445,13566725,71235,30,0.029,22,0,0,3,0,0,16,1,0,16,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430541,16248849,0,700,1.000,85875939852,29491.200,118.600,241.200,10,145,5
1701943491,0.265,0.361,96.301,3.073,0,267059.200,3846144,145576.600,178406.800,0,0,118620499968,106046529536,4460531712,374788378624,7275.400,13964.400,4,6,8.400,10.390,11.700,11.600,4407582720,55590359040,0,0,0,27.600,68.600,10344,33024,1392273,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6682.400,7616.600,7340.600,0,0,0,0,0,255362,445,13567142,71235,30,0.029,21,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430563,16249035,0,741,1.000,85876111884,34406.400,212,347.600,10.800,195,7
1701943496,0.259,0.378,96.078,3.285,0,260505.600,4207411.200,134951.400,164293.200,0,0,118628298752,106035650560,4460531712,374792998912,7274.200,13562,8,5,8.200,9.800,11.560,11.550,4407582720,55590359040,0,0,0,26.800,79.400,10344,32832,1392273,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6632.800,7455.200,7234,0,0,0,0,0,255362,445,13565711,71235,30,0.029,21,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430592,16249210,0,740,1.000,85876349452,47513.600,197.600,377.600,14.800,167,7
1701943501,0.186,0.246,95.922,3.646,0,227737.600,3221094.400,84865.400,104431.200,0,0,118638809088,106023854080,4460531712,374795309056,6625.400,12269.200,1,10,5.600,9.170,11.400,11.500,4407582720,55590359040,0,0,0,20.400,130.800,10344,32832,1392276,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,4684.800,5223.800,4947,0,0,0,0,0,255505,445,13565226,71235,31,0.030,16,0,0,10,0,0,3,1,0,4,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430605,16249326,0,737,1.000,85876521484,34406.400,117,205.200,6,130,6
1701943506,0.108,0.179,94.185,5.528,0,86835.200,2501836.800,35687.200,42681.600,0,0,118642401280,106018721792,4460531712,374796849152,7152,11969.400,0,6,6.800,9.160,11.360,11.490,4407582720,55590359040,0,0,0,8.800,255.800,10344,32832,1392282,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5095.600,4638.600,4313.200,0,0,0,0,0,255361,445,13563620,71235,32,0.031,22,0,0,3,0,0,21,1,0,21,2,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430621,16249388,0,762,1.000,85876595212,14745.600,46.800,104.200,4.800,77,7
1701943511,0.188,0.234,94.591,4.987,0,194969.600,3812556.800,80684.200,98732.200,0,0,118645112832,106013700096,4460531712,374799159296,6790.200,12311,1,6,7,8.900,11.270,11.460,4407582720,55590359040,0.200,0,0,19.200,141.200,10344,32832,1392273,0,0,1,100,29,1,129,0,12257,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5772.200,5600.600,5758,0,0,0,0,0,255289,445,13563785,71235,30,0.029,22,0,0,3,0,0,2,1,0,5,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430631,16249494,0,713,1.000,85876709900,22937.600,87.400,160,6,93,2
1701943516,0.096,0.238,97.193,2.473,0,13107.200,3333324.800,12097,13028,0,0,118506586112,106152226816,4460531712,374799159296,5909.600,10526.600,1,6,6.400,8.590,11.170,11.420,4407582720,55590359040,0,0,0,1.600,182,10344,32640,1392204,0,0,1,100,29,1,129,0,12237,13,1,0,0,4,11,0,0,0,0,1,0,2,2,0,0,6043.600,4751.800,11523.800,0,0,0,0,0,255360,445,13581303,71235,11,0.011,2,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16249501,0,680,1.000,85876709900,0,31,63,2.800,53,5
1701943521,0.131,0.181,95.495,4.192,0,0,2695168,22317,23737.200,0,0,118541135872,106115366912,4460531712,374801469440,6751.400,11318.600,2,6,9.200,8.460,11.100,11.400,4407582720,55590359040,0,0,0,0,249,10344,32832,1392272,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,7547.600,5996,3803.200,0,0,0,0,0,255360,445,13574562,71235,30,0.029,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16249637,0,861,1.000,85876709900,0,0,2.400,0,78,5
1701943526,0.096,0.115,93.946,5.843,0,0,2921267.200,12413.600,12381,0,0,118542798848,106114473984,4460531712,374802239488,7823.800,12253.200,0,2,4.800,8.270,11.010,11.370,4407582720,55590359040,0,0,0,0,289.800,10344,32832,1392263,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3395.200,2830.400,2808.200,0,0,0,0,0,255360,445,13574322,71235,30,0.029,22,0,0,3,0,0,11,11,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16249679,0,637,1.000,85876709900,0,0,5.400,0,61,5
1701943531,0.075,0.129,95.068,4.727,0,0,2677964.800,11982,11932,0,0,118552973312,106103783424,4460531712,374803009536,7093,11600.800,2,4,7,7.840,10.880,11.330,4407582720,55590359040,0,0,0,0,260,10344,32832,1392291,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,4050,3202.800,2641.600,0,0,0,0,0,255288,445,13572890,71235,31,0.030,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16249753,0,727,1.000,85876709900,0,0,6.200,0,37,5
1701943536,0.071,0.117,93.692,6.121,0,0,2635366.400,12301.800,12246.800,0,0,118555836416,106100920320,4460531712,374803009536,7900.800,12410.800,0,8,3.200,7.940,10.850,11.310,4407582720,55590359040,0,0,0,0,261.400,10344,32832,1392295,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,2699.800,2353.600,2209.400,0,0,0,0,0,255288,445,13572403,71235,31,0.030,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16249836,0,671,1.000,85876709900,0,0,5.800,0,37,8
1701943541,0.090,0.146,96.026,3.738,0,0,2661580.800,17263.400,17186.600,0,0,118556229632,106100527104,4460531712,374805319680,6764.200,11384.800,2,3,5.800,8.180,10.850,11.310,4407582720,55590359040,0,0,0,0,259.400,10344,32832,1392273,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5010.400,4087.800,4233,0,0,0,0,0,255288,445,13572529,71235,30,0.029,22,0,0,3,0,0,21,1,0,21,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250038,0,686,1.000,85876709900,0,0,11.800,0,64,5
1701943546,0.084,0.127,94.501,5.288,0,0,3090841.600,15109.800,15101,0,0,118557786112,106099159040,4460531712,374806343680,7482.400,11962.800,2,4,3.800,7.930,10.750,11.280,4407582720,55590359040,0,0,0,0,303,10344,32832,1392286,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3329.600,2797.200,2443.400,0,0,0,0,0,255341,445,13572750,71235,31,0.030,22,0,0,3,0,0,21,1,0,21,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250148,0,636,1.000,85876709900,0,0,5.600,0,33,2
1701943551,0.211,0.309,95.087,4.393,0,0,2750873.600,16254.400,16246,0,0,118559424512,106096885760,4460531712,374809059328,9487.800,13145.600,1,6,114,7.370,10.590,11.220,4407582720,55590359040,0,0,0,0,275.200,10344,33216,1392463,0,0,1,100,29,1,129,0,12260,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,25406.200,16771.600,16237.400,0,0,0,0,0,255219,445,13571782,71235,31,0.030,22,0,0,3,0,0,11,1,0,11,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250264,0,349,1.000,85876709900,0,0,7.600,0,44,3
1701943556,0.491,0.338,92.026,7.145,0,9830.400,2203648,15641.600,17569.600,0,0,118620422144,106035888128,4460531712,374809059328,8363.200,13242.800,1,17,56.200,7.420,10.550,11.200,4407582720,55590359040,0,0,0,1,205.800,10344,33408,1392503,0,0,1,100,29,1,129,0,12270,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0.200,48296,13886.200,10695,0,0,0,0,0,255219,445,13571127,71235,40,0.039,32,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250463,0,1110,1.000,85876709900,0,0,11,0,79,10
1701943561,1.659,0.154,91.392,6.795,0,165478.400,2269184,23398.200,33782.200,0,0,118633377792,106022162432,4460531712,374809829376,7477.800,12018.200,14,5,23.400,8.670,10.750,11.270,4407582720,55590359040,0,0,0,18.600,212,10344,33408,1392315,0,0,1,100,29,1,129,0,12264,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,9087.200,6684.600,6886.800,0,0,0,0,0,255219,445,13569013,71235,41,0.040,29,0,0,6,0,0,5,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250772,0,364,1.000,85876709900,0,0,15.400,0,69,0
1701943566,1.470,0.094,91.133,7.302,0,119603.200,2077491.200,15315.200,22952,0,0,118626299904,106026160128,4460531712,374814449664,6963,11305.800,1,14,5.400,9.260,10.840,11.290,4407582720,55590359040,0,0,0,13,197.600,10344,33408,1392321,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4464.400,3688.800,3483,0,0,0,0,0,255219,445,13570487,71235,40,0.039,31,0,0,4,0,0,22,1,0,31,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16250965,0,1011,1.000,85876709900,0,0,9.400,0,52,7
1701943571,1.315,0.123,91.012,7.549,0,122880,1863680,17817.400,25732,0,0,118634942464,106018287616,4460531712,374819069952,6802.400,11196,10,9,6.200,8.760,10.710,11.250,4407582720,55590359040,0,0,0,14.200,182.400,10344,33600,1392313,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5050.200,4129,4058.400,0,0,0,0,0,255219,445,13569157,71235,40,0.039,31,0,10,4,0,0,12,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16251185,0,753,1.000,85876709900,0,0,12,0,61,5
1701943576,1.997,0.123,91.409,6.471,0,163840,2161049.600,19266.800,30034,0,0,118649589760,106002870272,4460531712,374820610048,7675.600,11976.600,1,11,5.600,8.370,10.600,11.210,4407582720,55590359040,0,0,0,19,205.200,10344,33600,1392337,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4454.400,3620.200,2938.600,0,0,0,0,0,255219,445,13567555,71235,41,0.040,26,0,10,9,0,0,15,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16251452,0,668,1.000,85876709900,0,0,14,0,70,5
1701943581,1.536,0.127,89.855,8.482,0,137625.600,1931673.600,18946.800,27934.400,0,0,118648705024,106001444864,4460531712,374825230336,7441,11894.600,4,4,5.600,9.230,10.740,11.250,4407582720,55590359040,0,0,0,16,186.400,10344,33600,1392316,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4909.800,4035,4091.600,0,0,0,0,0,255219,445,13567887,71235,41,0.040,24,0,10,11,0,0,19,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16251711,0,624,1.000,85876709900,0,0,9,0,53,5
1701943586,1.925,0.108,90.438,7.528,0,157286.400,1781760,22275.800,31333.200,0,0,118655991808,105994928128,4460531712,374828310528,6972.600,11346.800,0,15,6.800,8.890,10.640,11.220,4407582720,55590359040,0,0,0,18.400,165.400,10344,33600,1392317,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5094.400,4255,3991.600,0,0,0,0,0,255219,445,13567215,71235,41,0.040,26,0,10,9,0,0,14,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16252022,0,737,1.000,85876709900,0,0,17,0,79,5
1701943591,1.336,0.113,90.530,8.022,0,117964.800,2007859.200,16576,25809,0,0,118662619136,105986760704,4460531712,374830620672,6926.400,11426.200,3,11,7,10.100,10.870,11.290,4407582720,55590359040,0,0,0,14.200,187,10344,33600,1392327,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4479.800,3823.800,3456.800,0,0,0,0,0,255219,445,13567311,71235,40,0.039,25,0,10,10,0,0,15,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16252272,0,677,1.000,85876709900,0,0,15.400,0,76,8
1701943596,1.469,0.125,90.749,7.657,0,158924.800,2593587.200,17285.400,27754.200,0,0,118664343552,105985036288,4460531712,374833700864,7373.200,11695.400,1,5,6,10.490,10.930,11.310,4407582720,55590359040,0,0,0,17.800,242.600,10344,33600,1392320,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5279.200,4082.600,4117.200,0,0,0,0,0,255219,445,13567930,71235,40,0.039,23,0,10,12,0,0,21,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16252551,0,722,1.000,85876709900,0,0,15.600,0,72,5
1701943601,1.370,0.106,89.994,8.529,0,114688,1903001.600,17407.200,26305.400,0,0,118669193216,105980956672,4460531712,374836011008,7092.600,11516.800,0,8,5.400,10.850,11,11.330,4407582720,55590359040,0,0,0,13.600,184.800,10344,33600,1392334,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4172.800,3594.200,3199.600,0,0,0,0,0,255291,445,13567784,71235,41,0.040,23,0,10,12,0,0,21,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16252750,0,636,1.000,85876709900,0,0,9.200,0,42,2
1701943606,1.694,0.106,89.470,8.730,0,147456,1850572.800,16390,24186.200,0,0,118668967936,105978871808,4460531712,374838321152,7137.200,11494,1,12,5.400,11.260,11.090,11.350,4407582720,55590359040,0,0,0,16.800,181.600,10344,33600,1392322,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4937.800,3998.800,3891,0,0,0,0,0,255291,445,13567260,71235,41,0.040,29,0,10,6,0,0,23,1,0,31,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16252988,0,741,1.000,85876709900,0,0,11.200,0,59,5
1701943611,1.637,0.140,90.377,7.846,0,142540.800,1857945.600,19125.200,29238,0,0,118676381696,105972228096,4460531712,374841401344,7443.600,11825,6,9,7.600,11.880,11.220,11.390,4407582720,55590359040,0,0,0,16.800,181.400,10344,33600,1392311,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6021.800,4821.200,4868,0,0,0,0,0,255291,445,13567022,71235,41,0.040,30,0,10,5,0,0,14,1,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253287,0,654,1.000,85876709900,0,0,12.600,0,73,5
1701943616,1.674,0.115,91.039,7.173,0,122880,1881702.400,17255,26482.200,0,0,118676094976,105971998720,4460531712,374843711488,6893.600,11183.600,1,15,7.200,12.370,11.330,11.430,4407582720,55590359040,0,0,0,14.200,188.400,10344,33600,1392325,0,0,1,100,29,1,129,0,12265,41,1,0,0,4,39,0,0,0,0,1,0,2,2,0,0,5626.800,4320.400,4098,0,0,0,0,0,255291,445,13568856,71235,40,0.039,30,0,9,4,0,0,22,1,0,30,10,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253548,0,722,1.000,85876709900,0,0,12.400,0,61,5
1701943621,0.104,0.186,93.254,6.456,0,37683.200,2641920,14113.400,16814.400,0,0,118590754816,106053742592,4460531712,374847021056,8167,12753.800,4,5,4.800,11.860,11.240,11.400,4407582720,55590359040,0,0,0,4,273.800,10344,33600,1392285,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,4089.800,3476.400,6713.200,0,0,0,0,0,255443,445,13571278,71235,31,0.030,22,0,0,3,0,0,11,11,1,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253648,0,663,1.000,85876709900,0,0,5.200,0,43,5
1701943626,0.071,0.113,94.000,5.817,0,0,6476595.200,11067,11473,0,0,118585282560,106059657216,4460531712,374847266816,7631.400,12170.200,1,5,3.800,11.310,11.140,11.360,4407582720,55590359040,0,0,0,0,279.800,10344,33600,1392281,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3054.800,2582,2575.800,0,0,0,0,0,255443,445,13571565,71235,31,0.030,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253760,0,676,1.000,85876709900,0,0,8,0,51,8
1701943631,0.088,0.121,93.212,6.579,0,0,3460300.800,11744.600,12167.800,0,0,118589829120,106055110656,4460531712,374847266816,7801.200,12456.800,2,6,3.600,10.970,11.070,11.340,4407582720,55590359040,0,0,0,0,271.400,10344,33600,1392286,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,2606.800,2313.400,2245.600,0,0,0,0,0,255443,445,13570841,71235,30,0.029,22,0,0,3,0,0,11,11,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253818,0,629,1.000,85876709900,0,0,2.600,0,17,2
1701943636,0.090,0.111,94.378,5.422,0,0,3050700.800,13052.600,13742.400,0,0,118591840256,106053099520,4460531712,374847266816,6970,11434.400,2,6,4,10.490,10.970,11.310,4407582720,55590359040,0,0,0,0,260.200,10344,33600,1392286,0,0,1,100,29,1,129,0,12254,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3294.800,2583.400,2377,0,0,0,0,0,255443,445,13571708,71235,31,0.030,22,0,0,3,0,0,11,1,0,11,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16253945,0,710,1.000,85876709900,0,0,8.400,0,43,5
1701943641,0.084,0.115,94.040,5.762,0,0,3546316.800,11088.400,11473,0,0,118593994752,106050174976,4460531712,374848806912,7518,11970.800,2,9,4.400,10.130,10.890,11.280,4407582720,55590359040,0,0,0,0,299.800,10344,33600,1392288,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3100.400,2691,2539.800,0,0,0,0,0,255443,445,13570158,71235,31,0.030,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16254023,0,682,1.000,85876709900,0,0,6,0,35,5
1701943646,0.069,0.113,93.045,6.773,0,0,3772416,7042,7240.800,0,0,118598479872,106045689856,4460531712,374848806912,8286.200,12622.800,3,8,4.200,10.040,10.850,11.270,4407582720,55590359040,0,0,0,0,340.200,10344,33600,1392286,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,2299.400,2073.400,2061.400,0,0,0,0,0,255443,445,13570138,71235,31,0.030,22,0,0,3,0,0,23,23,12,23,23,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714.0,12430636.0,16254079.5,0.0,982.0,1.0,85876709900.0,0.0,0.0,9.2,0.0,55.0,8.0
1701943651,0.079,0.125,92.559,7.237,0,0,3457024,11288.400,11740.800,0,0,118599118848,106045820928,4460531712,374849576960,7934.800,12349.800,1,9,4.400,9.960,10.820,11.250,4407582720,55590359040,0,0,0,0,343.200,10344,33600,1392283,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,2684.600,2308.400,2367.600,0,0,0,0,0,255350,445,13570325,71235,31,0.030,22,0,0,3,0,0,21,11,0,21,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16254136,0,982,1.000,85876709900,0,0,9.200,0,55,8
1701943656,0.102,0.134,92.553,7.211,0,0,2933555.200,14348,15169.200,0,0,118606598144,106038341632,4460531712,374853427200,7758.200,12294.200,0,6,4.800,9.880,10.790,11.240,4407582720,55590359040,0,0,0,0,290.400,10344,33600,1392279,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3978.400,3150,3043.800,0,0,0,0,0,255350,445,13568522,71235,31,0.030,22,0,0,3,0,0,11,1,0,11,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16254307,0,695,1.000,85876709900,0,0,11.600,0,59,5
1701943661,0.096,0.113,93.889,5.902,0,0,2855731.200,11154.800,11538.400,0,0,118609240064,106035699712,4460531712,374853427200,7737.800,12241,0,5,3.800,9.650,10.730,11.220,4407582720,55590359040,0,0,0,0,285.400,10344,33600,1392272,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,2920,2545.600,2504.600,0,0,0,0,0,255350,445,13568797,71235,30,0.029,22,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16254401,0,650,1.000,85876709900,0,0,5,0,27,5
1701943666,0.083,0.119,94.748,5.050,0,0,3092480,11234.400,11907.400,0,0,118617260032,106027679744,4460531712,374853427200,7014.800,11429.400,2,9,3.800,9.280,10.630,11.180,4407582720,55590359040,0,0,0,0,307.600,10344,33600,1392279,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3096.800,2698.400,2546.400,0,0,0,0,0,255350,445,13567247,71235,30,0.029,22,0,0,3,0,0,21,1,1,21,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12430636,16254498,0,656,1.000,85876709900,0,0,7.200,0,36,5
