"Dstat 0.9.10 CSV output"
"Author:","XXXXX",,,,"URL:","XXXXX"
"Host:","XXXXX",,,,"User:","XXXXX"
"Cmdline:","dstat --postgresql-time -a -s -i -r --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --postgresql-conn --postgresql-lockwaits --postgresql-settings --output ./metricsx.csv --noupdate 5",,,,"Date:","07 Dec 2023 19:17:15 CST"
"postgresql locks","total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"swap",,"interrupts",,,"io/total",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,,"postgresql conn",,,,,,,,,,,,,"postgresql lockswaits","postgresql settings",,,,,,,,,,,,,"postgresql all",,,,,,,,,,,,
"Time","usr","sys","idl","wai","stl","read","writ","recv","send","in","out","used","free","buff","cach","int","csw","run","blk","new","1m","5m","15m","used","free","160","161","297","read","writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH","Conn","%Con","Act","LongQ","LongX","Idl","LIdl","LWait","SQLs1","SQLs3","SQLs5","Xact1","Xact3","Locks","shared_buffers","work_mem","bgwriter_delay","max_connections","autovacuum_work_mem","temp_buffers","autovacuum_max_workers","maintenance_work_mem","checkpoint_timeout","max_wal_size","checkpoint_completion_target","wal_keep_segments","wal_segment_size","clean","back","alloc","heapr","heaph","ratio","size","grow","insert","update","delete","comm","roll"
1701953686,4.850,0.144,94.028,0.978,0,0,1579417.600,29137.600,31996.800,0,0,124523143168,85539848192,4460675072,395025235968,8973.600,11562.600,10,0,10,12.560,10.820,9.220,4407582720,55590359040,0,0,0,0,125.400,10344,33024,1391963,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6008.200,5137.200,5294,0,0,0,0,0,255339,445,11716177,71235,40,0.039,4,0,10,11,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19636157,0,686,1.000,86003628556,0,0,26.800,0,118,5
1701953691,4.739,0.117,94.013,1.131,0,0,1483571.200,28708,31926,0,0,124524302336,85539459072,4460675072,395026006016,7509.800,11469.800,8,0,6,12.350,10.800,9.220,4407582720,55590359040,0,0,0,0,106,10344,33024,1391959,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5189.600,4502,4427.400,0,0,0,0,0,255339,445,11715937,71235,40,0.039,9,0,10,8,0,0,3,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19636467,0,727,1.000,86003628556,0,0,25,0,116,7
1701953696,4.997,0.132,94.128,0.743,0,0,1469644.800,29081.600,31889.600,0,0,124526518272,85532622848,4460675072,395031396352,7619.600,11477.400,8,1,6.800,12.890,10.940,9.270,4407582720,55590359040,0,0,0,0,130,10344,33024,1391959,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5574.800,4982,4724.200,0,0,0,0,0,255339,445,11715093,71235,40,0.039,25,0,10,6,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19636791,0,739,1.000,86003628556,0,0,20.800,0,104,5
1701953701,4.493,0.248,94.243,1.016,0,0,1449984,29390.400,32463.200,0,0,124435066880,85622534144,4460675072,395035246592,7649.400,11592.800,1,0,8,12.100,10.810,9.240,4407582720,55590359040,0,0,0,0,115.800,10344,33024,1391931,0,0,1,100,29,1,129,0,12258,34,1,0,0,4,32,0,0,0,0,1,0,2,2,0,0,6665.800,5456.200,10256,0,0,0,0,0,255339,445,11718990,71235,32,0.031,4,0,2,6,0,0,3,1,0,3,3,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19637116,0,784,1.000,86003628556,0,0,29.400,0,141,6
1701953706,0.181,0.327,98.811,0.680,0,0,1386086.400,25743.800,24885.400,0,0,124401733632,85656637440,4460675072,395038326784,6861.800,12220.600,4,3,75,11.370,10.680,9.200,4407582720,55590359040,0,0,0,0,108.600,10344,33024,1391931,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,19239.600,13098.600,14327.600,0,0,0,0,0,255339,445,11724505,71235,30,0.029,11,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19637428,0,735,1.000,86003628556,0,0,22.200,0,113,5
1701953711,0.111,0.159,98.739,0.991,0,0,1412300.800,25267.200,25214.400,0,0,124410875904,85647495168,4460675072,395039866880,6310.400,11422,2,3,17.600,10.860,10.580,9.180,4407582720,55590359040,0,0,0,0,118.200,10344,33024,1391995,0,0,1,100,29,1,129,0,12259,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,7316.800,5912.400,5662.600,0,0,0,0,0,255339,445,11724725,71235,31,0.030,18,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19637733,0,739,1.000,86003628556,0,0,24.600,0,112,5
1701953716,0.127,0.146,98.199,1.528,0,0,1370521.600,24932.200,24930.200,0,0,124420386816,85641834496,4460675072,395042177024,6216.200,11272,1,2,12.800,10.230,10.460,9.150,4407582720,55590359040,0,0,0,0,113.200,10344,33024,1391915,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6529,5417,5404,0,0,0,0,0,255339,445,11723332,71235,30,0.029,9,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19638026,0,642,1.000,86003628556,0,0,27.200,0,126,4
1701953721,0.100,0.148,98.781,0.970,0,0,1521254.400,25420,24788.800,0,0,124426805248,85634646016,4460675072,395045257216,6039,11107.600,1,1,6.400,9.490,10.300,9.100,4407582720,55590359040,0,0,0,0,126,10344,33024,1391921,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5359.600,4447.200,4212.800,0,0,0,0,0,255339,445,11723602,71235,30,0.029,10,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19638359,0,740,1.000,86003628556,0,0,25,0,119,5
1701953726,0.119,0.156,98.623,1.102,0,0,1440153.600,25416,24846.800,0,0,124430082048,85630599168,4460675072,395047567360,6081.200,11157.600,2,1,6.800,8.970,10.180,9.070,4407582720,55590359040,0,0,0,0,113,10344,33024,1391921,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5462.200,4793.600,4624,0,0,0,0,0,255339,445,11722987,71235,30,0.029,13,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19638650,0,776,1.000,86003628556,0,0,24.600,0,117,6
1701953731,0.117,0.154,98.993,0.736,0,0,1386086.400,25897.400,25580.400,0,0,124437254144,85624197120,4460675072,395049877504,5967.200,11097.400,5,3,7,8.330,10.030,9.030,4407582720,55590359040,0,0,0,0,106,10344,33024,1391923,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5076.800,4498.200,4290.200,0,0,0,0,0,255339,445,11721928,71235,31,0.030,11,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19638931,0,701,1.000,86003628556,0,0,27.800,0,120,5
1701953736,0.098,0.169,98.835,0.898,0,0,1447526.400,25649.600,24951.800,0,0,124413190144,85648490496,4460675072,395052752896,6064.400,11188,2,1,8.400,7.820,9.890,8.990,4407582720,55590359040,0,0,0,0,120.400,10344,33024,1391910,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5826.200,5007.800,5027.800,0,0,0,0,0,255297,445,11725243,71235,30,0.029,11,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19639249,0,771,1.000,86003628556,0,0,24.600,0,117,5
1701953741,0.100,0.161,99.101,0.638,0,0,1458995.200,25272,24581.400,0,0,124420972544,85640708096,4460675072,395054292992,5941.200,10945.800,1,2,6.600,7.280,9.750,8.950,4407582720,55590359040,0,0,0,0,121.400,10344,33024,1391917,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5439,4511,4369,0,0,0,0,0,255297,445,11724806,71235,30,0.029,10,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19639527,0,739,1.000,86003628556,0,0,24,0,121,5
1701953746,0.106,0.165,98.887,0.842,0,0,1364787.200,25572.600,24802.600,0,0,124432900096,85628010496,4460675072,395058143232,5953.600,11116.400,2,4,6.800,6.850,9.620,8.910,4407582720,55590359040,0,0,0,0,104.200,10344,33024,1391928,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5337.600,4679.400,4378.600,0,0,0,0,0,255297,445,11724331,71235,30,0.029,7,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19639815,0,642,1.000,86003628556,0,0,24.800,0,121,4
1701953751,0.117,0.127,98.831,0.925,0,0,1388544,25142,24520.600,0,0,124435693568,85625217024,4460675072,395060453376,6003.200,11119,1,2,6.600,6.460,9.490,8.870,4407582720,55590359040,0,0,0,0,109,10344,33024,1391929,0,0,1,100,29,1,129,0,12257,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5373.600,4659.800,4610.400,0,0,0,0,0,255297,445,11724257,71235,30,0.029,7,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19640078,0,740,1.000,86003628556,0,0,24.200,0,115,5
1701953756,0.100,0.144,99.194,0.562,0,0,1513062.400,26065,25631,0,0,124440068096,85621612544,4460675072,395063533568,5967.200,11026.200,12,2,6,6.190,9.380,8.840,4407582720,55590359040,0,0,0,0,127.600,10344,33024,1391912,0,0,1,100,29,1,129,0,12257,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5128.600,4467.800,4443,0,0,0,0,0,255297,445,11724634,71235,30,0.029,9,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19640409,0,776,1.000,86003628556,0,0,27.600,0,122,6
1701953761,0.098,0.152,98.957,0.793,0,0,1404928,25514.800,24918,0,0,124447870976,85612269568,4460675072,395066613760,5988.600,11088.800,1,1,7.600,6.010,9.290,8.810,4407582720,55590359040,0,0,0,0,112.400,10344,33024,1391916,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5979.800,4897,4581.200,0,0,0,0,0,255297,445,11722353,71235,30,0.029,12,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19640737,0,733,1.000,86003628556,0,0,24.200,0,113,5
1701953766,4.449,0.501,94.396,0.653,0,0,1399193.600,31655.200,35967.400,0,0,124575666176,85483704320,4460675072,395068153856,7669.200,11759.400,9,2,10.600,6.090,9.250,8.800,4407582720,55590359040,0,0.200,0,0,110.200,10344,33024,1391960,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,105549.400,12139,5526,0,0,0,0,0,255297,445,11718065,71235,40,0.039,18,0,0,6,0,0,3,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19641044,0,789,1.000,86003628556,0,0,22.800,0,130,5
1701953771,4.939,0.123,94.069,0.869,0,0,1415577.600,28748.800,32017.200,0,0,124582842368,85476528128,4460675072,395070464000,7734.800,11634.800,23,0,6.400,7.770,9.550,8.900,4407582720,55590359040,0,0,0,0,120.800,10344,33024,1391956,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5450.200,4887.800,4760.800,0,0,0,0,0,255297,445,11715668,71235,40,0.039,10,0,0,9,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19641304,0,318,1.000,86003628556,0,0,23.400,0,110,2
1701953776,4.950,0.359,93.371,1.320,0,0,1443430.400,28558,33076.400,0,0,124588331008,85471039488,4460675072,395074314240,10392.400,13554.200,25,0,144.800,8.830,9.740,8.970,4407582720,55590359040,0,0,0,0,116.200,10344,33024,1391960,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0.200,31199.800,21196.800,20993.400,0,0,0,0,0,255297,445,11718362,71235,40,0.039,7,0,0,14,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19641604,0,1063,1.000,86003628556,0,0,26.600,0,131,7
1701953781,4.743,0.132,94.207,0.918,0,0,1534361.600,28861.400,32322.600,0,0,124592246784,85466353664,4460675072,395075084288,7595,11375,8,0,6.200,8.840,9.730,8.970,4407582720,55590359040,0,0,0,0,132,10344,33024,1391965,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5174.200,4412,4233.600,0,0,0,0,0,255297,445,11717470,71235,40,0.039,15,0,10,12,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19641901,0,740,1.000,86003628556,0,0,25,0,113,5
1701953786,4.817,0.146,94.346,0.691,0,0,1404928,29487,32975.800,0,0,124600004608,85458595840,4460675072,395079704576,7634.600,11535.200,1,2,6.800,9.010,9.750,8.980,4407582720,55590359040,0,0,0,0,114.200,10344,33024,1391978,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5369,4865.400,4563,0,0,0,0,0,255297,445,11716416,71235,40,0.039,5,0,10,14,0,0,2,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19642206,0,733,1.000,86003628556,0,0,29.800,0,125,5
1701953791,4.788,0.148,94.119,0.945,0,0,1395097.600,27794,30793.800,0,0,124596649984,85461180416,4460675072,395082014720,7686.400,11497.600,13,0,7.600,9.330,9.800,9,4407582720,55590359040,0,0,0,0,115,10344,32832,1391973,0,0,1,100,29,1,129,0,12270,44,1,0,0,4,42,0,0,0,0,1,0,2,2,0,0,5410.400,4866.400,4871.400,0,0,0,0,0,255297,445,11715261,71235,40,0.039,18,0,10,6,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19642503,0,776,1.000,86003628556,0,0,24.400,0,115,6
1701953796,4.945,0.125,94.168,0.762,0,0,1446707.200,29644.800,33537.800,0,0,124599033856,85458026496,4460675072,395085094912,7711.800,11528.200,10,0,7.600,9.310,9.790,9,4407582720,55590359040,0,0,0,0,128.600,10344,32832,1391960,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5590.400,5006,4872.600,0,0,0,0,0,255297,445,11714640,71235,40,0.039,10,0,10,9,0,0,3,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19642815,0,702,1.000,86003628556,0,0,25.200,0,123,4
1701953801,4.999,0.123,94.187,0.691,0,0,1373798.400,28493.400,32345.400,0,0,124602904576,85454155776,4460675072,395087405056,7665.400,11480.800,14,2,6.800,9.920,9.910,9.040,4407582720,55590359040,0,0,0,0,114.400,10344,32832,1391972,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5341.400,4823.200,4552,0,0,0,0,0,255297,445,11713538,71235,40,0.039,10,0,10,12,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19643068,0,355,1.000,86003628556,0,0,19.200,0,102,3
1701953806,4.808,0.127,94.237,0.827,0,0,1423769.600,29008.200,32548.400,0,0,124596297728,85462896640,4460675072,395089256448,7571.200,11399.600,27,0,6.800,10.170,9.960,9.060,4407582720,55590359040,0,0,0,0,117,10344,32832,1391968,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5668.600,4835.400,4637,0,0,0,0,0,255461,445,11717207,71235,40,0.039,20,0,10,7,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19643329,0,1063,1.000,86003628556,0,0,27.800,0,126,8
1701953811,5.096,0.131,94.089,0.684,0,0,1389363.200,28574.800,32594.800,0,0,124597776384,85461852160,4460675072,395089416192,7617.600,11442.800,12,2,6.400,10.480,10.030,9.090,4407582720,55590359040,0,0,0,0,118.200,10344,32832,1391980,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4783.600,4463.400,4254.400,0,0,0,0,0,255467,445,11715169,71235,41,0.040,12,0,10,6,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19643605,0,734,1.000,86003628556,0,0,24.200,0,121,5
1701953816,4.881,0.133,94.186,0.800,0,0,1427865.600,29482.200,33728.600,0,0,124604706816,85454921728,4460675072,395094036480,7583.200,11523.400,8,2,6.200,10.200,9.980,9.080,4407582720,55590359040,0,0,0,0,112.200,10344,32832,1391968,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5513.400,4892.200,4777.800,0,0,0,0,0,255467,445,11714602,71235,40,0.039,18,0,10,4,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19643919,0,739,1.000,86003628556,0,0,27.600,0,118,5
1701953821,5.192,0.154,94.139,0.515,0,0,1422131.200,27990.200,31209.800,0,0,124614545408,85445083136,4460675072,395097116672,7573.600,11457.400,8,0,7.800,9.860,9.910,9.060,4407582720,55590359040,0,0,0,0,122.600,10344,32832,1391960,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6127.200,5310.600,5281.800,0,0,0,0,0,255467,445,11712683,71235,40,0.039,12,0,10,10,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19644225,0,739,1.000,86003628556,0,0,23.800,0,122,5
1701953826,0.910,0.321,97.894,0.875,0,0,1387724.800,26309.800,25813.800,0,0,124482867200,85575991296,4460675072,395098656768,6453.400,11279.200,3,1,8.600,9.310,9.800,9.030,4407582720,55590359040,0,0.400,0,0,111.600,10344,33024,1391935,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6655.800,5382.800,11684,0,0,0,0,0,255374,445,11717963,71235,30,0.029,9,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19644492,0,749,1.000,86003628556,0,0,23.200,0,129,5
1701953831,0.111,0.152,98.994,0.743,0,0,1402470.400,25298,24477.200,0,0,124485427200,85571121152,4460675072,395102507008,6017.200,11149.400,4,2,6.400,8.720,9.670,8.990,4407582720,55590359040,0,0,0,0,120,10344,33024,1391937,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5306,4789.200,4540.600,0,0,0,0,0,255374,445,11718422,71235,30,0.029,6,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19644774,0,355,1.000,86003628556,0,0,20.400,0,103,3
1701953836,0.104,0.152,98.720,1.024,0,0,1403289.600,24934,24225.600,0,0,124488429568,85566578688,4460675072,395107127296,6034,11103.400,1,0,6,8.270,9.560,8.960,4407582720,55590359040,0,0,0,0,116.800,10344,33024,1391920,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5164.200,4543.600,4573,0,0,0,0,0,255374,445,11718281,71235,30,0.029,10,0,0,5,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19645058,0,1063,1.000,86003628556,0,0,25,0,132,7
1701953841,0.127,0.138,98.979,0.756,0,0,1470464,25329.800,24950.200,0,0,124496003072,85557465088,4460675072,395111747584,5951.200,11037.400,0,1,6.400,7.680,9.410,8.920,4407582720,55590359040,0,0,0,0,124.200,10344,33024,1391926,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5233.800,4747.400,4513.600,0,0,0,0,0,255300,445,11718021,71235,30,0.029,8,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19645363,0,771,1.000,86003628556,0,0,27.200,0,122,6
1701953846,0.102,0.148,98.339,1.410,0,0,1300889.600,25433.200,24693.600,0,0,124500344832,85551583232,4460675072,395114827776,6161,11183,9,1,6.600,7.230,9.290,8.880,4407582720,55590359040,0,0.200,0,0,111.200,10344,33024,1391932,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5231.800,4430.400,4045.200,0,0,0,0,0,255300,445,11718109,71235,31,0.030,17,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19645661,0,702,1.000,86003628556,0,0,21,0,107,4
1701953851,0.121,0.156,98.805,0.918,0,0,1476198.400,25460.200,24873.400,0,0,124508401664,85541986304,4460675072,395118678016,6109.400,11263,1,0,8,6.810,9.170,8.840,4407582720,55590359040,0,0,0,0,126.200,10344,33024,1391926,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5656.200,5065.600,4855.600,0,0,0,0,0,255300,445,11716206,71235,30,0.029,10,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19645964,0,739,1.000,86003628556,0,0,27,0,128,5
1701953856,0.123,0.150,98.735,0.991,0,0,1404108.800,24694.600,24006.400,0,0,124518604800,85531783168,4460675072,395121758208,6004.800,11081.800,13,1,6.200,6.420,9.050,8.810,4407582720,55590359040,0,0,0,0,116.600,10344,33024,1391926,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5254.800,4677,4406.600,0,0,0,0,0,255300,445,11715913,71235,30,0.029,8,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19646233,0,776,1.000,86003628556,0,0,24,0,121,6
1701953861,0.106,0.165,98.846,0.883,0,0,1409024,25712.800,25090.800,0,0,124517216256,85531631616,4460675072,395126378496,5998,11092.800,5,0,8,5.990,8.920,8.760,4407582720,55590359040,0,0,0,0,114.600,10344,33024,1391923,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5386.600,4776,4660.400,0,0,0,0,0,255300,445,11716763,71235,30,0.029,11,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19646521,0,318,1.000,86003628556,0,0,23.200,0,105,2
1701953866,0.098,0.167,98.711,1.024,0,0,1398374.400,25514,25071.400,0,0,124523888640,85521879040,4460675072,395130998784,6045.200,11077.600,1,1,6.800,5.670,8.800,8.730,4407582720,55590359040,0,0,0,0,115.200,10344,33024,1391924,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5304.800,4550.200,4263.200,0,0,0,0,0,255300,445,11715450,71235,31,0.030,11,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19646823,0,1095,1.000,86003628556,0,0,28.400,0,129,8
1701953871,0.106,0.150,98.708,1.035,0,0,1464729.600,25145.400,24441.200,0,0,124529217536,85517320192,4460675072,395133308928,6043.200,11074.800,2,0,6.200,5.300,8.670,8.690,4407582720,55590359040,0,0,0,0,123,10344,33024,1391920,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5024,4566,4353.600,0,0,0,0,0,255300,445,11714637,71235,30,0.029,6,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19647114,0,702,1.000,86003628556,0,0,24.200,0,120,4
1701953876,0.100,0.165,98.686,1.049,0,0,1294336,24594.800,24261.800,0,0,124533862400,85508825088,4460675072,395138699264,6010.800,11116.800,4,1,6.600,4.950,8.540,8.640,4407582720,55590359040,0,0,0,0,110,10344,33024,1391926,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5492,4817.400,4522.600,0,0,0,0,0,255300,445,11713810,71235,30,0.029,11,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19647404,0,776,1.000,86003628556,0,0,20.600,0,116,6
1701953881,0.127,0.169,98.932,0.772,0,0,1381990.400,25009,24219,0,0,124503494656,85538566144,4460675072,395141804032,6009,11128,0,1,7.600,4.640,8.420,8.600,4407582720,55590359040,0,0,0,0,111,10344,33024,1391917,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5881.200,5066.600,4940.800,0,0,0,0,0,255352,445,11719722,71235,30,0.029,9,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19647689,0,739,1.000,86003628556,0,0,24.200,0,118,5
1701953886,6.027,0.850,92.225,0.898,0,0,1406566.400,36175.800,44348,0,0,124769746944,85271543808,4460675072,395144884224,8458.200,12410.400,2,2,34.800,5.310,8.490,8.630,4407582720,55590359040,0,0.200,0,0,113.400,10344,33024,1392008,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,212938.200,20926.400,7837.400,0,0,0,0,0,255352,445,11683097,71235,51,0.050,23,0,0,21,0,0,5,1,0,25,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12461297,19648012,0,796,1.000,86003628556,0,0,20.800,0,126,4
