"Dstat 0.9.10 CSV output"
"Author:","XXXXX",,,,"URL:","XXXXX"
"Host:","XXXXX",,,,"User:","XXXXX"
"Cmdline:","dstat --postgresql-time -a -s -i -r --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --postgresql-conn --postgresql-lockwaits --postgresql-settings --output ./metricsx.csv --noupdate 5",,,,"Date:","07 Dec 2023 19:17:15 CST"
"postgresql locks","total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"swap",,"interrupts",,,"io/total",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,,"postgresql conn",,,,,,,,,,,,,"postgresql lockswaits","postgresql settings",,,,,,,,,,,,,"postgresql all",,,,,,,,,,,,
"Time","usr","sys","idl","wai","stl","read","writ","recv","send","in","out","used","free","buff","cach","int","csw","run","blk","new","1m","5m","15m","used","free","160","161","297","read","writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH","Conn","%Con","Act","LongQ","LongX","Idl","LIdl","LWait","SQLs1","SQLs3","SQLs5","Xact1","Xact3","Locks","shared_buffers","work_mem","bgwriter_delay","max_connections","autovacuum_work_mem","temp_buffers","autovacuum_max_workers","maintenance_work_mem","checkpoint_timeout","max_wal_size","checkpoint_completion_target","wal_keep_segments","wal_segment_size","clean","back","alloc","heapr","heaph","ratio","size","grow","insert","update","delete","comm","roll"
1701950496,3.149,0.160,95.442,1.248,0,0,1247641.600,29908,33685,0,0,115015241728,98843860992,4460634112,381758177280,6888.400,11326.400,3,2,8,3.520,6.980,7.180,4407582720,55590359040,0,0,0,0,61.400,10344,33216,1391629,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5600.400,5078.200,4872.800,0,0,0,0,0,255505,445,12875161,71235,40,0.039,3,0,0,14,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18411530,0,703,1.000,85952371212,0,0,24,0,123,4
1701950501,3.178,0.150,96.199,0.473,0,0,1300889.600,29999.400,31999.800,0,0,115019595776,98837966848,4460634112,381764337664,6775.600,11204.200,7,0,5.800,3.960,7.010,7.190,4407582720,55590359040,0,0,0,0,49.400,10344,33216,1391634,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,4955.600,4325,4101,0,0,0,0,0,255338,445,12875074,71235,40,0.039,12,0,0,9,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18411959,0,733,1.000,85952371212,0,0,24.600,0,114,5
1701950506,3.104,0.171,95.493,1.232,0,0,1205862.400,29960.800,33414.200,0,0,115021385728,98836176896,4460634112,381768187904,6852.800,11275.600,1,0,7.400,3.810,6.930,7.160,4407582720,55590359040,0,0,0,0,67,10344,33216,1391636,0,0,1,100,29,1,129,0,12268,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5480.800,5060.200,4766,0,0,0,0,0,255338,445,12874200,71235,40,0.039,20,0,10,14,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18412436,0,752,1.000,85952371212,0,0,23.200,0,107,5
1701950511,3.364,0.140,94.910,1.586,0,0,1169817.600,29353.200,32650.800,0,0,115031990272,98827112448,4460634112,381769728000,6849.400,11134.800,12,3,6.400,3.660,6.850,7.130,4407582720,55590359040,0,0,0,0,67.600,10344,33216,1391645,0,0,1,100,29,1,129,0,12267,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5354,4839.400,4543.200,0,0,0,0,0,255338,445,12872698,71235,40,0.039,15,0,10,9,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18412815,0,452,1.000,85952371212,0,0,27.800,0,125,4
1701950516,3.137,0.146,95.661,1.056,0,0,1266483.200,29491.400,31986.400,0,0,115031126016,98826436608,4460634112,381774348288,6965.400,11404.800,1,3,7.800,5.050,7.080,7.200,4407582720,55590359040,0,0,0,0,79.600,10344,33216,1391640,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,6047.600,5214.800,5081.400,0,0,0,0,0,255338,445,12872784,71235,41,0.040,15,0,10,8,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18413299,0,664,1.000,85952371212,0,0,25.400,0,128,9
1701950521,3.185,0.177,95.238,1.399,0,0,1200947.200,29466,31874.400,0,0,115037450240,98817802240,4460634112,381778198528,8564.200,11810,12,3,31.400,4.720,6.980,7.170,4407582720,55590359040,0,0,0,0,74.600,10344,33600,1391646,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,10590.400,8003.400,7675.200,0,0,0,0,0,255338,445,12871629,71235,41,0.040,18,0,10,8,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18413665,0,1023,1.000,85952371212,0,0,20.600,0,108,2
1701950526,3.255,0.148,95.273,1.324,0,0,1220608,29955.400,33267,0,0,115040817152,98815205376,4460634112,381781278720,7077,11517.200,1,2,6.800,4.510,6.900,7.140,4407582720,55590359040,0.200,0,0,0,77.200,10344,33600,1391640,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5522.600,5005.400,4827.200,0,0,0,0,0,255338,445,12869858,71235,40,0.039,6,0,10,14,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18414047,0,776,1.000,85952371212,0,0,26.200,0,127,6
1701950531,3.043,0.150,95.251,1.556,0,0,1173913.600,29915,33570.400,0,0,115042422784,98813599744,4460634112,381785128960,7054.200,11473.600,8,1,6,5.110,6.980,7.170,4407582720,55590359040,0,0,0,0,72.800,10344,33600,1391637,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5250.400,4814.800,4699,0,0,0,0,0,255338,445,12869929,71235,40,0.039,7,0,10,13,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18414515,0,702,1.000,85952371212,0,0,23,0,116,4
1701950536,3.199,0.138,95.076,1.588,0,0,1199308.800,29540.200,32650.200,0,0,115051991040,98804801536,4460634112,381788979200,6995.200,11325.800,2,3,6.600,4.860,6.900,7.140,4407582720,55590359040,0.200,0,0,0,73.200,10344,33600,1391639,0,0,1,100,29,1,129,0,12265,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5273.400,4717.400,4560,0,0,0,0,0,255338,445,12868840,71235,41,0.040,11,0,10,13,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18414959,0,733,1.000,85952371212,0,0,20.200,0,107,5
1701950541,3.294,0.155,94.986,1.565,0,0,1319731.200,30008.400,34435.800,0,0,115033821184,98822942720,4460634112,381792833536,7086,11313,8,2,6.400,4.630,6.820,7.110,4407582720,55590359040,0.200,0,0,0,80,10344,33600,1391640,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5374,4901.800,4608.800,0,0,0,0,0,255136,445,12871920,71235,41,0.040,12,0,10,8,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18415411,0,739,1.000,85952371212,0,0,30.200,0,128,5
1701950546,3.382,0.146,95.996,0.475,0,0,1174732.800,29968.400,33142.800,0,0,115041988608,98814775296,4460638208,381795909632,6985,11396.800,1,2,8,6.420,7.150,7.220,4407582720,55590359040,0,0,0,0,91.600,10344,33600,1391645,0,0,1,100,29,1,129,0,12266,42,1,0,0,4,40,0,0,0,0,1,0,2,2,0,0,5661.200,4908.600,4542.800,0,0,0,0,0,255136,445,12872595,71235,41,0.040,7,0,10,14,0,0,1,1,0,11,11,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18415807,0,679,1.000,85952371212,0,0,25,0,121,5
1701950551,1.955,0.244,94.311,3.489,0,0,1246822.400,26527.800,29748,0,0,114977820672,98878943232,4460638208,381798989824,6976.400,11453.400,0,1,5.800,6.150,7.080,7.200,4407582720,55590359040,0,0,0,0,77.600,10344,33408,1391596,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5248,4636.200,8263,0,0,0,0,0,255136,445,12872763,71235,30,0.029,3,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18416225,0,744,1.000,85952371212,0,0,21.200,0,112,5
1701950556,0.108,0.165,98.876,0.851,0,0,1254195.200,25496.800,24876.400,0,0,114981208064,98875555840,4460638208,381802840064,6039.800,11263.600,1,2,7.800,5.890,7.020,7.170,4407582720,55590359040,0,0,0,0,93.600,10344,33408,1391595,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5422.200,4800,4568.600,0,0,0,0,0,255136,445,12873448,71235,30,0.029,2,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18416670,0,770,1.000,85952371212,0,0,29.600,0,138,6
1701950561,0.108,0.154,96.286,3.451,0,0,999424,21580.800,22546.800,0,0,114986471424,98869522432,4460638208,381806690304,6185,11158.600,0,1,5.600,5.660,6.950,7.150,4407582720,55590359040,0,0,0,0,69.200,10344,33408,1391595,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,4654.800,4033,3973.600,0,0,0,0,0,255136,445,12872842,71235,30,0.029,21,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18417023,0,702,1.000,85952371212,0,0,16.400,0,81,4
1701950566,0.083,0.154,97.580,2.182,0,0,1198489.600,23637.600,24327.400,0,0,115000451072,98854772736,4460638208,381810540544,6125,11149.400,2,4,7,5.450,6.880,7.130,4407582720,55590359040,0,0,0,0,74,10344,33408,1391619,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5108,4265.200,3816.800,0,0,0,0,0,255136,445,12871623,71235,31,0.030,22,0,0,3,0,0,13,1,0,13,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18417426,0,355,1.000,85952371212,0,0,25.400,0,116,3
1701950571,0.106,0.117,94.688,5.089,0,0,878182.400,13221,14009,0,0,114999963648,98856800256,4460638208,381810540544,6758.600,11723.800,0,3,4.600,5.490,6.870,7.120,4407582720,55590359040,0,0,0,0,60.200,10344,33408,1391607,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,3856.200,3284,3432.800,0,0,0,0,0,255136,445,12871707,71235,30,0.029,22,0,0,3,0,0,9,9,0,9,9,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18417594,0,1046,1.000,85952371212,0,0,8,0,51,7
1701950576,0.127,0.203,98.486,1.184,0,0,1500774.400,35166.400,39001.400,0,0,115002716160,98852507648,4460638208,381819011072,5953.600,11127.400,1,2,7.800,5.130,6.770,7.090,4407582720,55590359040,0,0,0,0,85.400,10344,33408,1391593,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6544.800,5520.600,5353.200,0,0,0,0,0,255210,445,12870649,71235,30,0.029,21,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18418338,0,776,1.000,85952371212,0,0,48.600,0,197,6
1701950581,0.111,0.152,98.160,1.577,0,0,1289420.800,25776.400,25584.600,0,0,115009724416,98846269440,4460638208,381821321216,6045.800,11249,0,1,7.800,5.040,6.720,7.070,4407582720,55590359040,0,0,0,0,87.200,10344,33408,1391596,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6140.400,5294,4991,0,0,0,0,0,255210,445,12869796,71235,30,0.029,4,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18418747,0,733,1.000,85952371212,0,0,30.400,0,137,5
1701950586,0.194,0.181,98.376,1.248,0,0,1227161.600,25196.400,24422.800,0,0,115016871936,98839121920,4460638208,381823631360,6084.800,11254.800,1,1,7.800,4.720,6.630,7.040,4407582720,55590359040,0.200,0,0,0,90.400,10344,33408,1391595,0,0,1,100,29,1,129,0,12255,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6740.400,5636.400,5451.800,0,0,0,0,0,255210,445,12868733,71235,30,0.029,8,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18419161,0,642,1.000,85952371212,0,0,22.800,0,116,4
1701950591,0.117,0.150,98.400,1.333,0,0,1191936,24703.800,24876,0,0,115012087808,98842365952,4460638208,381829021696,5860.400,11092.400,1,3,6,4.420,6.530,7.010,4407582720,55590359040,0,0,0,0,80.400,10344,33408,1391603,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5012.200,4428,4189.200,0,0,0,0,0,255210,445,12868738,71235,30,0.029,14,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18419565,0,740,1.000,85952371212,0,0,21.200,0,98,5
1701950596,0.109,0.150,98.305,1.436,0,0,1091993.600,23087.600,22880.800,0,0,115021340672,98833113088,4460638208,381832101888,5754.800,10867.400,2,2,6.600,4.310,6.480,6.990,4407582720,55590359040,0,0,0,0,70,10344,33408,1391601,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5426.200,4694.200,4475,0,0,0,0,0,255210,445,12868176,71235,30,0.029,21,0,0,4,0,0,14,1,0,14,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18419956,0,733,1.000,85952371212,0,0,22.200,0,113,5
1701950601,0.113,0.167,98.683,1.038,0,0,1350041.600,27064.400,27151.600,0,0,115023675392,98830778368,4460638208,381835182080,5857.200,11092.800,1,2,6.200,4.040,6.380,6.950,4407582720,55590359040,0,0,0,0,84.400,10344,33408,1391598,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5252,4699.400,4557.400,0,0,0,0,0,255210,445,12867263,71235,30,0.029,7,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18420398,0,745,1.000,85952371212,0,0,33,0,145,5
1701950606,0.100,0.182,98.020,1.698,0,0,1238630.400,25855.400,25437,0,0,115031564288,98823659520,4460638208,381838262272,5997.800,11170.200,4,1,8.400,3.960,6.330,6.930,4407582720,55590359040,0.200,0,0,0,81.400,10344,33408,1391602,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5607.200,4790.800,4460,0,0,0,0,0,255210,445,12867584,71235,31,0.030,5,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18420806,0,733,1.000,85952371212,0,0,27.600,0,120,5
1701950611,1.965,0.697,96.711,0.626,0,0,1243545.600,34433.200,39534.200,0,0,115176599552,98676936704,4460638208,381843230720,9401,13330,3,0,128.200,3.720,6.240,6.900,4407582720,55590359040,0.200,0,0,0,99.400,10344,33216,1391763,0,0,1,100,29,1,129,0,12277,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0.200,126850.400,26094,18741.200,0,0,0,0,0,255303,445,12852742,71235,50,0.049,12,0,0,14,0,0,1,1,0,21,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18421225,0,839,1.000,85952371212,0,0,27.800,0,143,5
1701950616,6.174,0.234,92.648,0.944,0,0,1238630.400,35300.800,43087.600,0,0,115170754560,98682507264,4460638208,381847588864,8715,12677.200,5,2,52.400,3.500,6.150,6.870,4407582720,55590359040,0,0,0,0,83.200,10344,33216,1391767,0,0,1,100,29,1,129,0,12278,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,16029.200,11777.800,11382.200,0,0,0,0,0,255449,445,12853973,71235,50,0.049,12,0,0,22,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18421613,0,679,1.000,85952371212,0,0,24.800,0,111,5
1701950621,5.705,0.170,92.723,1.403,0,0,1303347.200,32692.800,39761.200,0,0,115176656896,98675834880,4460638208,381851439104,7851.600,11864.200,12,0,15.200,4.900,6.400,6.940,4407582720,55590359040,0,0,0,0,94.600,10344,33216,1391681,0,0,1,100,29,1,129,0,12280,54,1,0,0,4,52,0,0,0,0,1,0,2,2,0,0,6508.400,5529.600,5590.800,0,0,0,0,0,255360,445,12854621,71235,51,0.050,12,0,0,16,0,0,2,2,1,22,22,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18422014,0,777,1.000,85952371212,0,0,26.600,0,121,6
1701950626,5.582,0.165,92.996,1.257,0,0,1190297.600,35399.200,40871.800,0,0,115178864640,98670546944,4460638208,381856829440,7784.800,11686.200,1,2,7.600,5.870,6.570,7,4407582720,55590359040,0,0,0,0,78.600,10344,33216,1391688,0,0,1,100,29,1,129,0,12278,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5561,5043.200,4605.800,0,0,0,0,0,255359,445,12852484,71235,51,0.050,22,0,20,14,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18422469,0,696,1.000,85952371212,0,0,24.600,0,113,4
1701950631,6.018,0.154,92.764,1.063,0,0,1215692.800,35350.600,41697,0,0,115187232768,98662178816,4460638208,381861449728,7895.800,11677,5,1,6,5.800,6.550,6.990,4407582720,55590359040,0,0,0,0,83.400,10344,33216,1391681,0,0,1,100,29,1,129,0,12277,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5359.200,5116.200,4776.600,0,0,0,0,0,255359,445,12852884,71235,50,0.049,7,0,20,22,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18422940,0,739,1.000,85952371212,0,0,28,0,127,5
1701950636,6.161,0.150,92.752,0.936,0,0,1321369.600,34856.200,42657.200,0,0,115191607296,98655494144,4460638208,381866070016,8124.800,11836.600,4,1,8.400,7.020,6.790,7.060,4407582720,55590359040,0,0,0,0,125.600,10344,33216,1391679,0,0,1,100,29,1,129,0,12275,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,6431.200,5838,5560.200,0,0,0,0,0,255264,445,12851207,71235,50,0.049,3,0,20,24,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18423408,0,739,1.000,85952371212,0,0,24.600,0,121,5
1701950641,5.599,0.160,93.918,0.323,0,0,1278771.200,34858.200,40475.200,0,0,115195711488,98649849856,4460638208,381873000448,7809.400,11636,13,0,7.200,7.900,6.970,7.120,4407582720,55590359040,0,0,0,0,127.800,10344,33216,1391674,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,6063.400,5425,5255.600,0,0,0,0,0,255264,445,12850489,71235,51,0.050,18,0,20,10,0,0,2,2,0,22,22,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18423863,0,739,1.000,85952371212,0,0,27.200,0,119,5
1701950646,5.874,0.144,93.515,0.467,0,0,1216512,34692,42124.800,0,0,115200000000,98644021248,4460638208,381876850688,7856.400,11620.400,0,0,6.600,8.870,7.190,7.190,4407582720,55590359040,0,0,0,0,115.200,10344,33216,1391683,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5384.400,4764.600,4469.600,0,0,0,0,0,255264,445,12849645,71235,50,0.049,7,0,20,24,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18424293,0,692,1.000,85952371212,0,0,26.800,0,116,5
1701950651,6.042,0.159,93.305,0.495,0,0,1206681.600,34558.400,39708.600,0,0,115207933952,98636857344,4460638208,381880700928,7906,11678.600,2,0,6.400,10.320,7.520,7.300,4407582720,55590359040,0,0,0,0,113.400,10344,33216,1391680,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5378.400,5043.800,4896.400,0,0,0,0,0,255264,445,12849871,71235,50,0.049,4,0,20,24,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18424677,0,727,1.000,85952371212,0,0,21.200,0,120,6
1701950656,5.850,0.164,93.198,0.789,0,0,1264025.600,34546.400,39847,0,0,115217326080,98622844928,4460638208,381887631360,7838.400,11760.600,23,1,7.200,9.570,7.410,7.260,4407582720,55590359040,0,0,0,0,119.200,10344,33216,1391686,0,0,1,100,29,1,129,0,12279,53,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5688.800,5317.400,5052.200,0,0,0,0,0,255264,445,12848426,71235,50,0.049,15,0,20,13,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18425096,0,776,1.000,85952371212,0,0,24.200,0,120,6
1701950661,5.649,0.161,93.688,0.502,0,0,1236992,34640.400,41886,0,0,115220529152,98621952000,4460638208,381890711552,7497,11556,3,1,5.200,11.130,7.770,7.380,4407582720,55590359040,0,0,0,0,110.200,10344,33216,1391681,0,0,1,100,29,1,129,0,12275,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,4914,4628,4355,0,0,0,0,0,255264,445,12849320,71235,50,0.049,21,0,20,14,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18425536,0,696,1.000,85952371212,0,0,25.400,0,109,4
1701950666,6.177,0.171,92.938,0.714,0,0,1210777.600,35307.400,41859.400,0,0,115224645632,98611675136,4460638208,381898412032,8019,11914.800,12,1,8.600,10.720,7.740,7.370,4407582720,55590359040,0,0,0,0,112,10344,33216,1391682,0,0,1,100,29,1,129,0,12276,52,1,0,0,4,50,0,0,0,0,1,0,2,2,0,0,5828.400,5556.800,5098.400,0,0,0,0,0,255264,445,12849224,71235,50,0.049,8,0,20,24,0,0,1,1,0,21,21,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18425960,0,739,1.000,85952371212,0,0,28.400,0,121,5
1701950671,4.236,0.352,94.883,0.529,0,0,1264025.600,33855,38682.400,0,0,115082203136,98752577536,4460638208,381903032320,7393.800,11561.600,2,0,6,10.020,7.640,7.340,4407582720,55590359040,0,0,0,0,113.600,10344,33216,1391605,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6085.600,5338.400,12237.800,0,0,0,0,0,255264,445,12862724,71235,30,0.029,5,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18426354,0,759,1.000,85952371212,0,0,25.600,0,143,5
1701950676,0.121,0.169,99.142,0.568,0,0,1179648,25088.200,24385.200,0,0,115085848576,98747392000,4460638208,381906882560,5949.200,11219.800,1,0,8.600,9.300,7.530,7.310,4407582720,55590359040,0,0,0,0,109.800,10344,33216,1391602,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5765.800,5104,4946.800,0,0,0,0,0,255264,445,12862306,71235,30,0.029,6,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18426719,0,716,1.000,85952371212,0,0,23.200,0,115,6
1701950681,0.102,0.152,98.594,1.152,0,0,1219788.800,25653,25166,0,0,115088990208,98746560512,4460638208,381909192704,5803.600,11034.200,3,1,5.800,8.630,7.430,7.280,4407582720,55590359040,0,0,0,0,113.600,10344,33216,1391596,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5104.200,4466,4481.200,0,0,0,0,0,255264,445,12862570,71235,30,0.029,3,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18427092,0,703,1.000,85952371212,0,0,27.200,0,124,4
1701950686,0.100,0.150,98.542,1.207,0,0,1222246.400,25352,24549,0,0,115072544768,98762240000,4460638208,381913964544,5926,11224.600,1,2,7.400,8.020,7.320,7.240,4407582720,55590359040,0,0,0,0,112.400,10344,33216,1391609,0,0,1,100,29,1,129,0,12257,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5399.200,4809.800,4556.400,0,0,0,0,0,255118,445,12866339,71235,31,0.030,8,0,0,3,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18427509,0,770,1.000,85952371212,0,0,22.600,0,111,6
1701950691,0.102,0.146,98.937,0.815,0,0,1238630.400,25246.200,24508,0,0,115080507392,98754277376,4460638208,381917044736,5864,11017.800,0,1,5.800,7.620,7.250,7.220,4407582720,55590359040,0,0,0,0,118.800,10344,33216,1391607,0,0,1,100,29,1,129,0,12258,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,5136.600,4280.200,4113.200,0,0,0,0,0,255118,445,12866041,71235,30,0.029,4,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18427907,0,739,1.000,85952371212,0,0,24.200,0,126,5
1701950696,0.117,0.171,98.775,0.937,0,0,1279590.400,25767.800,25218,0,0,115088793600,98745221120,4460638208,381920894976,5949.400,11200.400,2,1,8.600,7.090,7.140,7.190,4407582720,55590359040,0,0,0,0,115.400,10344,33216,1391608,0,0,1,100,29,1,129,0,12256,32,1,0,0,4,30,0,0,0,0,1,0,2,2,0,0,6448.600,5513.400,5275.600,0,0,0,0,0,255118,445,12865564,71235,30,0.029,2,0,0,4,0,0,1,1,0,1,1,0,3145728,8096,10,1024,-1,8192,5,1048576,1800,16384,0.800,40,16777216,2577714,12439852,18428306,0,715,1.000,85952371212,0,0,26.800,0,120,4
